id,retweetCount,replyCount,likeCount,quoteCount,createdAt,isRetweet,isReply,isQuote
1799942207526630000,0,0,11,0,Sun Jun 09 23:10:38 +0000 2024,false,false,false
1799941996842220000,11,36,251,43,Sun Jun 09 23:09:48 +0000 2024,false,false,false
1799941906069420000,0,0,0,0,Sun Jun 09 23:09:26 +0000 2024,false,false,false
1799941782496790000,0,0,0,0,Sun Jun 09 23:08:56 +0000 2024,false,false,true
1799941655724020000,0,0,0,0,Sun Jun 09 23:08:26 +0000 2024,false,false,false
1799941533879400000,0,1,2,0,Sun Jun 09 23:07:57 +0000 2024,false,false,false
1799940764622870000,25,1,116,2,Sun Jun 09 23:04:54 +0000 2024,false,false,false
1799940501610910000,11,17,156,31,Sun Jun 09 23:03:51 +0000 2024,false,false,false
1799940470199710000,32,61,422,1,Sun Jun 09 23:03:44 +0000 2024,false,false,false
1799940166628610000,2,1,16,0,Sun Jun 09 23:02:31 +0000 2024,false,false,false
1799940143178260000,0,2,4,0,Sun Jun 09 23:02:26 +0000 2024,false,false,true
1799940142637150000,0,1,0,0,Sun Jun 09 23:02:25 +0000 2024,false,false,false
1799939837161880000,2,1,4,0,Sun Jun 09 23:01:13 +0000 2024,false,false,false
1799939589043540000,0,0,5,0,Sun Jun 09 23:00:13 +0000 2024,false,true,false
1799939429983040000,0,0,0,0,Sun Jun 09 22:59:36 +0000 2024,false,false,false
1799938795661570000,0,0,0,0,Sun Jun 09 22:57:04 +0000 2024,false,false,false
1799938722240310000,0,1,6,0,Sun Jun 09 22:56:47 +0000 2024,false,false,false
1799824411295720000,1,2,4,0,Sun Jun 09 15:22:33 +0000 2024,false,false,false
1799823146260050000,1,0,4,0,Sun Jun 09 15:17:31 +0000 2024,false,false,false
1799821572519420000,0,0,1,0,Sun Jun 09 15:11:16 +0000 2024,false,true,false
1799816221610890000,0,0,0,0,Sun Jun 09 14:50:00 +0000 2024,false,false,false
1799813420470190000,2,3,15,0,Sun Jun 09 14:38:53 +0000 2024,false,false,false
1799799981219720000,0,0,0,0,Sun Jun 09 13:45:28 +0000 2024,false,false,false
1799798225937060000,0,1,2,0,Sun Jun 09 13:38:30 +0000 2024,false,false,false
1799797180720420000,0,0,0,0,Sun Jun 09 13:34:21 +0000 2024,false,false,false
1799785855835620000,0,0,1,0,Sun Jun 09 12:49:21 +0000 2024,false,false,false
1799779921008690000,0,0,0,0,Sun Jun 09 12:25:46 +0000 2024,false,false,false
1799771974102620000,1,0,2,2,Sun Jun 09 11:54:11 +0000 2024,false,false,false
1799768089732830000,1,0,0,0,Sun Jun 09 11:38:45 +0000 2024,false,false,false
1799767741295210000,0,0,2,0,Sun Jun 09 11:37:22 +0000 2024,false,false,false
1799767644351900000,0,0,0,0,Sun Jun 09 11:36:59 +0000 2024,false,false,false
1799762390793520000,0,0,0,0,Sun Jun 09 11:16:06 +0000 2024,false,false,false
1799760620612380000,0,0,0,0,Sun Jun 09 11:09:04 +0000 2024,false,false,false
1799760065387440000,0,0,0,0,Sun Jun 09 11:06:52 +0000 2024,false,false,false
1799759984852710000,0,0,0,0,Sun Jun 09 11:06:32 +0000 2024,false,false,false
1799758957424360000,0,0,3,0,Sun Jun 09 11:02:28 +0000 2024,false,false,false
1799757529272270000,1,0,2,0,Sun Jun 09 10:56:47 +0000 2024,false,false,false
1799737481786700000,2,1,3,0,Sun Jun 09 09:37:07 +0000 2024,false,false,false
1799736945255610000,1,0,8,1,Sun Jun 09 09:34:59 +0000 2024,false,false,false
1799729896891040000,0,0,4,0,Sun Jun 09 09:06:59 +0000 2024,false,false,false
1799727913501430000,0,0,1,0,Sun Jun 09 08:59:06 +0000 2024,false,false,false
1799725845508140000,1,0,3,0,Sun Jun 09 08:50:53 +0000 2024,false,false,true
1799722507651650000,0,0,3,0,Sun Jun 09 08:37:37 +0000 2024,false,false,true
1799715666834100000,0,0,1,0,Sun Jun 09 08:10:26 +0000 2024,false,false,false
1799713894023430000,0,0,0,0,Sun Jun 09 08:03:24 +0000 2024,false,false,true
1799710228365430000,0,0,1,0,Sun Jun 09 07:48:50 +0000 2024,false,true,false
1799709954250880000,1,0,13,0,Sun Jun 09 07:47:44 +0000 2024,false,false,true
1799703735549280000,0,0,1,0,Sun Jun 09 07:23:02 +0000 2024,false,false,false
1799701253544690000,0,1,2,0,Sun Jun 09 07:13:10 +0000 2024,false,true,false
1799698660781120000,0,0,1,0,Sun Jun 09 07:02:52 +0000 2024,false,false,false
1799693280914920000,0,0,0,0,Sun Jun 09 06:41:29 +0000 2024,false,false,false
1799687636614830000,0,0,0,0,Sun Jun 09 06:19:03 +0000 2024,false,false,true
1799681391619090000,0,0,0,0,Sun Jun 09 05:54:14 +0000 2024,false,false,true
1799680149530510000,29,0,63,4,Sun Jun 09 05:49:18 +0000 2024,false,false,false
1799676405896050000,0,0,0,0,Sun Jun 09 05:34:26 +0000 2024,false,false,false
